[[[0.55211294f32, 0.92269695f32, 0.9263346f32, 0.76031244f32, 4.4560432e-2f32, 0.15218955f32, 0.8324485f32, 0.4641732f32, 0.42986304f32, 0.23069465f32, 0.64630336f32, 0.39444554f32, 0.4127522f32, 0.9278825f32, 0.29872316f32, 0.8212209f32, 4.471904e-2f32, 0.87854564f32, 0.16331613f32, 0.5252652f32, 9.7780704e-2f32, 0.80848676f32, 0.22444439f32, 0.9110458f32, 0.25036442f32, 0.7006035f32, 0.53238165f32, 0.7711636f32, 0.67057896f32, 0.16556478f32, 0.6467155f32, 0.60063607f32],
[4.5897737f32, 0.65211636f32, 9.402141f32, 6.47585f32, 4.776618f32, 7.1370807f32, 5.3806825f32, 1.2334691f32, 2.2259653f32, 1.5929382f32, 1.0983961f32, 0.40729797f32, 1.0193635f32, 6.957368f32, 2.195282f32, 2.5609884f32, 6.3816156f32, 0.8335454f32, 5.6481204f32, 7.6870317f32, 8.40587f32, 4.174105f32, 8.585212f32, 2.5444844f32, 6.3489037f32, 0.8035012f32, 2.044023f32, 8.589408f32, 3.4315753f32, 2.8733356f32, 0.2885786f32, 7.7348213f32],
[6.067402f32, 0.5775325f32, 0.6546897f32, 8.240549f32, 0.26429418f32, 6.002137f32, 8.896941f32, 6.728298f32, 0.2747163f32, 2.5999265f32, 6.018335f32, 4.2172213f32, 5.987439f32, 2.9623353f32, 5.8855457f32, 8.885754f32, 0.93062454f32, 6.80448f32, 0.5934512f32, 3.5279446f32, 8.976319f32, 4.194023f32, 4.902628f32, 8.966196f32, 7.122368f32, 0.87440705f32, 4.405746f32, 8.756475f32, 4.120209f32, 7.4198766f32, 8.838012f32, 3.0121562f32],
[9.16315e-2f32, 7.6250567f32, 4.6995597f32, 9.686774f32, 3.243535f32, 8.081502f32, 0.16862178f32, 0.29382563f32, 9.50029f32, 9.82236f32, 4.6021724f32, 1.5381134f32, 5.703652f32, 1.9055882f32, 5.760379f32, 1.1112334f32, 1.4962173f32, 9.616413f32, 2.3979363f32, 2.0671825f32, 0.85875386f32, 5.0266685f32, 2.2363226f32, 3.6284068f32, 6.127072f32, 1.6628729f32, 5.2834444f32, 9.571965f32, 5.032915f32, 1.5194294f32, 7.282126f32, 6.565621f32],
[4.2373f32, 2.4460096f32, 4.439009f32, 8.73475f32, 0.39936545f32, 4.674142f32, 4.815624f32, 8.9149006e-2f32, 7.6836085f32, 0.20850569f32, 2.1312618f32, 5.634426f32, 4.6075916f32, 8.129928f32, 9.677917f32, 8.833158f32, 9.112364f32, 0.8712507f32, 3.993006f32, 9.170339f32, 5.0978684f32, 1.7647364f32, 0.20973249f32, 5.9615364f32, 4.2337246f32, 5.9869184f32, 2.0126405f32, 7.522907f32, 8.458914f32, 6.8038964f32, 8.387996f32, 3.301082f32],
[6.8605924f32, 4.1300783f32, 4.067382f32, 7.8956532f32, 0.10660021f32, 3.1283f32, 9.118564f32, 1.8385969f32, 9.084522f32, 1.8539534f32, 9.332629f32, 3.8995879f32, 1.4432163f32, 3.1444542f32, 0.28803983f32, 5.6723604f32, 1.9390224e-3f32, 3.3098505f32, 7.939114f32, 2.5009112f32, 8.9436865f32, 5.2619376f32, 9.759022f32, 3.1463785f32, 0.5390872f32, 1.1017023f32, 5.1514797f32, 8.165055f32, 5.615939f32, 0.83809674f32, 6.084542f32, 1.6667557f32],
[8.2160225f32, 2.355537f32, 3.0239356f32, 5.446693f32, 3.0149682f32, 9.045591f32, 7.2663894f32, 4.9563265f32, 0.7076134f32, 6.2103252f32, 6.975254f32, 3.7644598f32, 9.088262f32, 8.804133f32, 2.824791f32, 3.6558344f32, 9.72192f32, 0.37886646f32, 8.383438f32, 7.446035f32, 8.807629f32, 3.887124f32, 5.525794f32, 5.6789637f32, 2.8323596f32, 3.033312f32, 6.935998f32, 1.8570206f32, 3.0164084f32, 3.2202313f32, 8.03781f32, 4.7749143f32],
[5.40369f32, 6.524594f32, 9.340448f32, 0.41739494f32, 3.6348977f32, 8.54832f32, 2.5431595f32, 5.8654103f32, 0.68117106f32, 0.8781429f32, 4.8375087f32, 9.311025f32, 3.8666687f32, 6.0643067f32, 8.48286f32, 1.9369837f32, 2.0433342f32, 1.855563f32, 7.718604f32, 4.8638124f32, 9.675733f32, 9.637656f32, 4.204328f32, 9.243813f32, 3.7427967f32, 6.821408f32, 6.2105675f32, 4.7503524f32, 9.7935095f32, 6.5278206f32, 6.7056694f32, 6.0586047f32],
[1.5005975f32, 6.896185f32, 7.530252f32, 7.6430454f32, 3.0409927f32, 9.012283f32, 8.612048f32, 2.0288393f32, 7.2400713f32, 8.792615f32, 5.254123f32, 3.4576588f32, 2.2489853f32, 7.366055f32, 5.8666215f32, 3.7036498f32, 0.42526197f32, 2.9564025f32, 4.29322f32, 5.6634994f32, 5.7423778f32, 0.6094561f32, 8.219719f32, 8.909817f32, 3.477326f32, 0.2872326f32, 5.1005626f32, 3.9998221f32, 0.19125867f32, 6.8158374f32, 3.9163804f32, 2.7363644f32],
[4.5539737f32, 6.3386154f32, 2.9388123f32, 0.5882732f32, 6.4831524f32, 0.95349276f32, 8.245605f32, 8.143679f32, 6.877977f32, 7.3003583f32, 8.9952f32, 2.4358766f32, 1.2000413f32, 8.133579f32, 4.3202434f32, 5.769883f32, 0.57875276f32, 2.3228144e-2f32, 1.8292818f32, 9.599053f32, 7.1202803f32, 7.3197455f32, 1.0563029f32, 0.66951627f32, 4.3126273f32, 7.9006042f32, 7.1167283f32, 0.6442151f32, 5.937663f32, 4.260087f32, 5.190815f32, 2.9460194f32],
[9.121609f32, 8.440309f32, 1.3521342f32, 2.2817585f32, 7.5674376f32, 4.586914f32, 2.720812f32, 7.092061f32, 4.7704067f32, 3.7594447f32, 4.263108f32, 5.701334f32, 3.0596766f32, 8.488438f32, 6.198912f32, 6.497832f32, 6.039822f32, 0.9768944f32, 6.321978f32, 2.1232295f32, 6.1140103f32, 8.984795f32, 8.809927f32, 8.978361f32, 4.0857577f32, 4.898406f32, 8.779608f32, 6.8019753f32, 9.390731f32, 2.0994692f32, 3.0277069f32, 7.0035663f32],
[3.5943015f32, 4.8467655f32, 8.692343f32, 7.877269f32, 3.1311963f32, 7.1102657f32, 5.262895f32, 2.3372343f32, 5.7032495f32, 4.089175f32, 4.593976f32, 2.0349126f32, 6.215334f32, 1.8437471f32, 5.3088536f32, 4.025134f32, 2.6274056f32, 0.21605349f32, 1.1739017f32, 3.1435218f32, 9.476792f32, 8.778165f32, 3.1518097f32, 7.7126527f32, 6.6565046f32, 2.0103557f32, 8.449871f32, 9.854523f32, 3.7389681f32, 5.416401f32, 9.820508f32, 1.048178f32],
[8.975573f32, 2.0342357f32, 3.2410223f32, 0.93619853f32, 7.934761f32, 3.141021f32, 3.207361f32, 0.5608283f32, 8.042833f32, 2.5846455f32, 1.8851529f32, 8.2721195f32, 4.782572f32, 6.069748f32, 5.4227214f32, 1.7117875f32, 5.750327f32, 4.4932237f32, 6.0447083f32, 5.3851147f32, 1.5184169f32, 9.774711f32, 3.0346835f32, 5.3570914f32, 4.779413f32, 7.173506f32, 1.6313546f32, 3.1415591f32, 0.5693657f32, 6.6537666f32, 8.757524f32, 8.035068f32],
[3.3766932f32, 6.991772f32, 0.276067f32, 2.2623436f32, 1.5434784f32, 1.8667369f32, 7.0278015f32, 7.816267f32, 7.6252313f32, 5.2527304f32, 2.8566175f32, 0.13988459f32, 4.5432024f32, 6.7444596f32, 5.836008f32, 9.378822f32, 2.726488f32, 3.8315067f32, 4.431732f32, 1.4015633f32, 4.222624f32, 7.968145f32, 4.991975f32, 0.12141727f32, 5.023678f32, 9.410414f32, 8.997384f32, 2.943661f32, 3.056571f32, 7.5245166f32, 8.655093f32, 6.529724f32],
[0.9756605f32, 2.5884433f32, 4.6045704f32, 1.7850289f32, 3.8840585f32, 5.49799f32, 1.1581086f32, 4.106408e-3f32, 8.133554f32, 1.1069487f32, 6.696277f32, 6.1467023f32, 7.138856f32, 3.1985137f32, 2.1813827f32, 1.6357708f32, 0.8801752f32, 0.20554346f32, 2.4207788f32, 8.442877f32, 7.2882943f32, 2.692082f32, 9.78165f32, 2.7660592f32, 7.4844956f32, 7.2198462f32, 8.037472f32, 0.5688322f32, 9.179698f32, 4.9913554f32, 2.33472f32, 7.9881897f32],
[2.84359f32, 1.8869462f32, 3.8831527f32, 4.5745177f32, 3.6553347f32, 9.650041f32, 4.843796f32, 2.9416966f32, 6.5312543f32, 0.5023933f32, 9.442488f32, 7.793547f32, 7.4712033f32, 6.2120886f32, 8.650134f32, 8.518394f32, 0.9244847f32, 9.848091f32, 7.333937f32, 1.9633435f32, 0.20498405f32, 7.0904136e-2f32, 0.54861236f32, 5.626736f32, 1.6488813f32, 1.9706144f32, 1.5357347f32, 1.8126502f32, 0.3811784f32, 4.92195f32, 4.6318574f32, 0.49219188f32],
[2.1658664f32, 6.1734357f32, 5.742057f32, 1.8744146f32, 8.237733f32, 7.1622615f32, 7.1187844f32, 7.453325f32, 0.99408066f32, 5.9023337f32, 9.887518f32, 1.9765743f32, 0.47123793f32, 3.8902674f32, 7.4496913f32, 2.8640199f32, 3.1934767f32, 5.6062436f32, 5.7902776e-2f32, 4.8210177f32, 4.7162123f32, 3.1039228f32, 5.375963f32, 8.284546f32, 2.664055f32, 2.1594968f32, 9.531646f32, 6.6225767f32, 4.1805515f32, 0.7476702f32, 5.8111906f32, 2.865864f32],
[3.4320061f32, 2.0900455f32, 5.7044277f32, 8.604615f32, 5.543709f32, 3.6141443f32, 9.79823f32, 4.987396f32, 3.0645194f32, 1.5981787f32, 1.4620347f32, 5.312688f32, 4.268281f32, 0.9420545f32, 4.308815f32, 4.8257904f32, 0.46355265f32, 3.6501267f32, 7.7581396f32, 8.925171f32, 9.173666f32, 1.5202373f32, 1.3804034f32, 3.6640892f32, 4.702137f32, 3.3843136f32, 8.018755f32, 5.946033f32, 4.214293f32, 3.0516284f32, 2.8577313f32, 1.1562793f32],
[3.092264f32, 5.4962254f32, 9.892955f32, 8.368533f32, 5.8063602f32, 3.3587475f32, 1.0143442f32, 4.325823f32, 9.4346285f32, 1.1679028f32, 1.4489762f32, 1.5785525f32, 7.0011387f32, 7.0753727f32, 7.992594f32, 1.6441612f32, 0.48120803f32, 4.180389f32, 2.4118896f32, 4.5308523f32, 2.355124f32, 2.6206572f32, 4.403064f32, 5.5142984f32, 8.983963f32, 0.50941646f32, 4.9546113f32, 8.787524f32, 5.4163218f32, 6.746047f32, 2.273439f32, 6.5061426f32],
[8.834472f32, 6.7641907f32, 0.5247239f32, 5.525839f32, 4.6794786f32, 4.2257827e-2f32, 0.26676074f32, 6.715487f32, 1.476591f32, 2.5727725f32, 5.0025716f32, 1.241863f32, 9.406539f32, 7.6941543f32, 1.3022648f32, 8.1794815f32, 2.6105645f32, 8.466954f32, 9.54766f32, 0.75426143f32, 8.7971735f32, 4.6166596f32, 8.630612f32, 2.7079706f32, 7.229928f32, 0.28783625f32, 2.4613447f32, 4.2372756f32, 7.6837554f32, 5.5730515f32, 5.8240833f32, 9.060385f32],
[3.3720787f32, 7.9498444f32, 5.758979f32, 2.8517568f32, 3.872157f32, 0.9092593f32, 6.108502f32, 2.6760893f32, 4.2444835f32, 9.67354f32, 1.1037871f32, 4.809675f32, 4.493573f32, 7.1382346f32, 0.3094883f32, 9.411533f32, 8.937725f32, 6.8683434f32, 7.7143564f32, 9.745522f32, 9.659173f32, 9.566839f32, 1.7430696f32, 6.9734564f32, 9.192625f32, 1.4379303f32, 0.20555703f32, 6.612823f32, 4.041498f32, 1.1734066f32, 2.5385504f32, 8.574112f32],
[6.3110156f32, 3.5973303f32, 2.2889469f32, 1.5018413f32, 9.246816f32, 4.7980285f32, 6.866993f32, 5.5400476f32, 9.575697f32, 5.482908f32, 4.4966073f32, 3.8788133f32, 8.893659f32, 4.1483817f32, 3.9431922f32, 2.917746f32, 2.111837f32, 2.8102996f32, 2.1753726f32, 9.523109f32, 6.8836594f32, 9.675613f32, 0.47230303f32, 8.976567f32, 4.02997f32, 5.7977386f32, 2.404932f32, 2.3657756f32, 6.100745f32, 7.531658f32, 8.47069f32, 8.336984f32],
[3.2328732f32, 9.866025f32, 1.3171988f32, 3.304053f32, 5.826405f32, 0.20009756f32, 7.536445f32, 5.354153f32, 7.7804437f32, 5.0522294f32, 4.5347342f32, 8.323127f32, 8.817402f32, 1.8023125f32, 1.5120829f32, 9.594312f32, 3.0260994f32, 7.318021f32, 3.6705453f32, 4.487586f32, 0.6930135f32, 5.2864037f32, 5.6413574f32, 3.5382025f32, 2.48704f32, 4.8641634f32, 8.520066f32, 8.86251f32, 0.5984593f32, 8.395097f32, 7.979134f32, 6.5345316f32]],
[[0.5351985f32, 2.865572f32, 0.22306253f32, 0.3610087f32, 1.5315362f32, 9.282163f32, 1.253316f32, 8.842531f32, 8.358631f32, 7.8326416f32, 3.1399572f32, 4.654718f32, 9.542597f32, 8.612995f32, 3.2068362f32, 1.528807f32, 5.8747296f32, 9.204126f32, 6.6667285f32, 1.3923185f32, 7.698866f32, 9.702579f32, 1.9203397f32, 6.299173f32, 7.304054f32, 9.747006f32, 8.567055f32, 3.2004728f32, 6.8470387f32, 0.8234231f32, 7.475816f32, 4.4582806f32],
[3.3484752f32, 6.238077f32, 7.438469f32, 4.0349803f32, 3.4801247f32, 2.4871244f32, 9.333406f32, 6.724144f32, 1.387498f32, 5.2936196f32, 0.48357663f32, 3.6710958f32, 2.7652361f32, 0.3592768f32, 4.241451f32, 3.1580894f32, 7.586715f32, 9.197335f32, 8.680627f32, 6.7524457f32, 5.1584415f32, 9.240569f32, 1.8999841f32, 8.903745f32, 8.571907f32, 2.3912177f32, 7.939485f32, 5.9378405f32, 8.934269f32, 1.0216991f32, 1.3710659f32, 1.6197913f32],
[5.6034303f32, 7.6103086f32, 0.11196232f32, 8.775059f32, 2.03708f32, 7.854123f32, 5.8088055f32, 1.3899964f32, 8.210982f32, 6.39929f32, 0.83873934f32, 8.008719f32, 1.8706787f32, 6.827259f32, 0.96364695f32, 6.684666f32, 2.390532f32, 3.138227f32, 0.12020582f32, 5.609028f32, 6.6795464f32, 1.4474077f32, 5.6912794f32, 7.8643746f32, 4.566372f32, 3.0720925f32, 3.7114158f32, 4.9802175f32, 6.6520967f32, 1.6934894f32, 4.235133f32, 4.6536856f32],
[5.7022586f32, 4.531005f32, 9.2188015f32, 5.18319f32, 9.825824f32, 2.244025f32, 4.5411816f32, 4.503793f32, 1.52297f32, 1.0233678f32, 4.8909287f32, 2.210583f32, 2.9257772f32, 3.8773623f32, 8.65077f32, 0.63429934f32, 6.3447824f32, 3.3589115f32, 6.270952f32, 9.375468f32, 4.6144233f32, 1.749501f32, 1.1945205f32, 3.5080864f32, 7.951116f32, 4.7171035f32, 3.0599816f32, 1.2690731f32, 2.918915f32, 7.489517f32, 9.113686f32, 2.2668176f32],
[4.9962387f32, 2.2460501f32, 7.4650407f32, 6.3935037f32, 8.656683f32, 7.586741f32, 4.965185f32, 6.398844f32, 2.079378f32, 8.05421f32, 7.2293067f32, 3.359566f32, 2.0509229f32, 7.706497f32, 4.5956855f32, 9.396791f32, 7.8067985f32, 4.1674414f32, 9.512994f32, 7.4824157f32, 9.065771f32, 5.400075f32, 9.117735f32, 5.2689238f32, 8.444436f32, 5.683056f32, 3.5578477f32, 7.491801f32, 5.459631f32, 4.365196f32, 7.512133f32, 1.5304883f32],
[5.395733f32, 0.7193319f32, 6.533241f32, 5.423244f32, 1.8809621f32, 5.355643f32, 0.2335991f32, 8.661419f32, 6.5767417f32, 0.74945813f32, 1.111752f32, 1.7206535f32, 0.54937065f32, 0.58540183f32, 8.297906f32, 1.37759f32, 8.168069f32, 2.3396566f32, 2.0431314f32, 7.492488f32, 5.878115f32, 1.2901958f32, 5.4182553f32, 7.594915f32, 3.4773707f32, 1.4635495f32, 2.9304554f32, 2.1007621f32, 1.14315f32, 1.9021256f32, 6.4306035f32, 8.443334f32],
[6.598764f32, 6.9331665f32, 6.4973946f32, 2.8626728f32, 9.46115f32, 1.6491675f32, 7.9426885f32, 6.96423f32, 7.633001f32, 8.434132f32, 9.042521f32, 0.8838396f32, 2.6896396f32, 8.988676f32, 4.425727f32, 4.45263f32, 8.570989f32, 9.295393f32, 6.6612115f32, 9.138817f32, 8.613776f32, 0.9728629f32, 7.723641f32, 7.9427996f32, 9.564252f32, 1.2973607f32, 9.546915f32, 6.348593f32, 7.407874f32, 4.078144f32, 7.5475492f32, 0.8452185f32],
[7.5768304f32, 5.8768433e-2f32, 3.480956f32, 5.320597f32, 6.190402f32, 9.897879f32, 2.0900207f32, 3.2163904f32, 0.47330087f32, 6.100893f32, 5.7105317f32, 2.226756f32, 7.914448f32, 4.8874774f32, 9.302348f32, 6.995017f32, 1.0374036f32, 0.17393197f32, 7.083392e-2f32, 7.608449f32, 7.685098f32, 3.4701285f32, 2.6886039f32, 9.125933f32, 3.574845f32, 7.1141453f32, 1.1493819f32, 1.0531229f32, 0.9376637f32, 3.5880473f32, 1.719668f32, 5.656079f32],
[2.955026f32, 9.4701126e-2f32, 8.567544f32, 0.57063496f32, 5.6988955f32, 6.6750665f32, 8.427656f32, 2.6949492f32, 7.997376f32, 3.2006056f32, 3.0174701f32, 4.2958226f32, 1.7042626f32, 0.38335702f32, 6.826757f32, 2.2449784f32, 6.6357975f32, 8.631502f32, 9.716474f32, 0.9757555f32, 2.363535f32, 0.6702397f32, 3.6782696f32, 8.514479f32, 6.7711797f32, 7.8645475e-2f32, 1.1798692f32, 9.392222f32, 8.647264f32, 3.946633f32, 2.4912744f32, 1.471973f32],
[2.7140656f32, 4.1908417f32, 4.197334f32, 5.8376884f32, 7.6186504f32, 4.9945807f32, 9.46171f32, 2.7869282f32, 3.3894064f32, 2.7425454f32, 9.025852f32, 3.4754097f32, 2.5447948f32, 4.961799f32, 6.251444f32, 1.0298351f32, 8.578471f32, 4.6535635f32, 3.4052947f32, 1.4668846f32, 1.2216709f32, 9.44429f32, 7.3835354f32, 7.6875463f32, 6.14497f32, 3.3084738f32, 5.6616926f32, 9.745476f32, 9.132658f32, 9.4848585f32, 8.512049f32, 1.0011835f32],
[0.14457224f32, 5.0760016f32, 9.731117f32, 9.870876f32, 1.037492f32, 3.4829764f32, 9.473241f32, 6.5521297f32, 8.992196f32, 7.099177f32, 0.5653667f32, 9.008809f32, 4.6242876f32, 0.12554845f32, 9.701428f32, 6.027662f32, 7.675241f32, 7.6590357f32, 6.8943214f32, 4.015247f32, 1.9454485f32, 8.666052f32, 7.5932107f32, 9.892282f32, 7.9962893f32, 2.1305685f32, 8.134994f32, 5.26438f32, 6.3370757f32, 5.500615f32, 0.7779162f32, 3.2247715f32],
[0.23037487f32, 5.0425134f32, 0.32810846f32, 7.6556273f32, 1.5205742f32, 4.2053056f32, 8.00046f32, 7.970277f32, 3.1724403f32, 7.7860165f32, 2.9282715f32, 9.30067f32, 4.085962f32, 4.6767936f32, 9.156131f32, 3.132767f32, 6.7351384f32, 4.117244f32, 6.923312f32, 0.7999477f32, 9.603325f32, 6.750787f32, 8.092031f32, 6.823137f32, 7.6436987f32, 3.2313929f32, 4.228549f32, 0.23485893f32, 3.857448f32, 4.1024323f32, 4.1323915f32, 5.4825134f32],
[2.384093f32, 2.0056338f32, 4.20498f32, 3.3399696f32, 7.60741f32, 7.451779f32, 9.726993f32, 0.57946676f32, 6.2616854f32, 7.3296385f32, 7.5953526f32, 1.9028867f32, 6.8154964f32, 5.511998f32, 6.4411383f32, 3.2344878f32, 9.304102f32, 3.1016064f32, 6.2274604f32, 6.5021133f32, 0.9201995f32, 4.7496605f32, 8.9093075f32, 7.241501f32, 7.342341f32, 2.4749663f32, 9.731017f32, 9.241774f32, 4.840406f32, 2.195838f32, 9.193398f32, 5.09209f32],
[2.856219f32, 3.9444125f32, 3.398187e-2f32, 0.14276363f32, 2.8569536f32, 9.428021f32, 7.0295296f32, 3.3298893f32, 9.260115f32, 3.3734145f32, 2.920739f32, 5.4744706f32, 4.582869f32, 6.780017f32, 4.0671816f32, 9.2315235f32, 3.0073962f32, 5.2424273f32, 0.9689725f32, 8.421019f32, 2.8692346f32, 7.5794415f32, 1.2216101f32, 2.6018565f32, 6.2554755f32, 8.366133f32, 4.421667f32, 3.3019097f32, 5.187696f32, 7.11137f32, 8.864947f32, 2.6363506f32],
[5.6827655f32, 1.522371f32, 0.76421446f32, 5.235632f32, 3.831368f32, 6.0354815f32, 0.54451305f32, 6.8386335f32, 2.3463452f32, 4.6832466f32, 0.32745287f32, 5.679759f32, 7.4664397f32, 3.465808f32, 0.21874958f32, 5.6180735f32, 4.806298f32, 7.768803f32, 6.5125413f32, 5.0302944f32, 0.6890333f32, 3.3435268f32, 2.5222292f32, 0.34324178f32, 2.4966643f32, 3.9199004f32, 9.082677f32, 3.3603778f32, 1.5232208f32, 7.475672f32, 1.1441891f32, 4.931965f32],
[2.3015714f32, 2.7907672f32, 0.30818596f32, 6.6290884f32, 7.803455f32, 3.9231033f32, 8.680543f32, 0.8116597f32, 5.6922865f32, 0.20540892f32, 5.2975f32, 3.8038003f32, 0.34559917f32, 4.3583484f32, 6.6509924f32, 7.803103f32, 5.3788548f32, 7.8495493f32, 2.1865687f32, 0.76404154f32, 1.1562735f32, 5.1220636f32, 4.3315268f32, 9.570856f32, 2.0905023f32, 4.190972f32, 5.065456f32, 4.8406677f32, 4.6576133f32, 7.789931f32, 7.813747f32, 9.577123f32],
[7.6670947f32, 2.0684886f32, 7.9846177f32, 1.0023825f32, 9.222399f32, 1.8366697f32, 6.940591f32, 5.006219f32, 9.69316f32, 1.2659361f32, 9.688709f32, 5.2947946f32, 1.1339947f32, 8.362917f32, 0.8073934f32, 1.2585442f32, 9.483879f32, 8.300293f32, 2.8467653f32, 8.982856f32, 7.7242074f32, 6.714446f32, 0.35800868f32, 1.4495249f32, 6.5046897f32, 9.53575f32, 4.7447495f32, 9.18746f32, 0.6400533f32, 6.115716f32, 6.216448f32, 1.078778f32],
[7.234065f32, 8.804267f32, 0.20918016f32, 8.803775f32, 7.1826468f32, 4.694292f32, 9.677686f32, 3.920261f32, 7.150142f32, 8.382989f32, 9.345693f32, 1.885442f32, 6.800751f32, 3.0467992f32, 1.9530925f32, 7.127422f32, 9.30871f32, 7.3997583f32, 2.9552922f32, 8.479012f32, 2.8808515f32, 4.462874f32, 9.251271f32, 9.254977f32, 6.706679f32, 5.27685f32, 8.432082f32, 6.7817883f32, 2.2117455f32, 9.386219f32, 4.4848523f32, 0.8480013f32],
[9.038582f32, 9.692706f32, 0.35290682f32, 4.0436225f32, 0.7600667f32, 3.8610823f32, 2.3813846f32, 3.3850174f32, 7.2347236f32, 1.5374843f32, 0.72982836f32, 0.730697f32, 5.6376944f32, 0.71663994f32, 1.0389402f32, 6.757534f32, 7.58019f32, 9.617241f32, 3.4583232f32, 7.487594f32, 3.2009249f32, 4.3957815f32, 0.3928509f32, 1.1328151f32, 7.722094f32, 2.012504f32, 4.256478f32, 4.148081f32, 0.41120553f32, 2.263342f32, 3.1932213f32, 2.9321437f32],
[6.5915594f32, 3.7338893f32, 9.738012f32, 3.6732202f32, 9.376702f32, 2.0750256f32, 2.7516665f32, 8.301106f32, 3.0373123f32, 4.2307982f32, 3.125363f32, 6.3702936f32, 4.9362483f32, 2.3597662f32, 0.6311188f32, 6.191955f32, 6.021223f32, 0.23769724f32, 1.816805f32, 9.162229f32, 3.899249f32, 5.0135307f32, 9.285009f32, 1.8070291f32, 5.7300406f32, 1.1645635f32, 0.8541612f32, 1.3933027f32, 6.8849025f32, 2.7783206f32, 1.1942738f32, 6.942937f32],
[1.8063717f32, 1.6930404f32, 9.300755f32, 7.4590435f32, 8.108142f32, 8.424183f32, 7.5176487f32, 9.7800045f32, 1.5045174f32, 2.8983665f32, 3.5235887f32, 1.5497363f32, 9.887918f32, 5.7040634f32, 3.167916f32, 3.2298155f32, 6.193742f32, 1.3551471f32, 7.3166566f32, 6.1458263f32, 4.4698033f32, 3.2195468f32, 2.9391615f32, 7.4904804f32, 1.8770298f32, 3.417592f32, 3.9098263f32, 7.6570497f32, 7.7894907f32, 2.9413042f32, 2.7995188f32, 3.3359714f32],
[7.50624f32, 7.995797f32, 0.7184934f32, 1.7984421f32, 5.267859f32, 5.118068f32, 7.4731684f32, 6.7494884f32, 9.446674f32, 8.102154f32, 7.5631323f32, 1.9298224f32, 4.6863346f32, 3.9286566f32, 3.422622f32, 8.075019f32, 6.1053047f32, 7.8299804f32, 6.845284f32, 2.3387508f32, 8.22015f32, 0.15204391f32, 2.5241675f32, 1.0084428f32, 4.5853605f32, 0.47875208f32, 4.4419026f32, 8.9755335f32, 0.3536881f32, 9.470253f32, 9.114905f32, 1.152363f32],
[5.4473104f32, 4.4244857f32, 1.9472476f32, 9.109085f32, 7.370212f32, 8.590112f32, 8.448937f32, 8.327776f32, 7.485069f32, 3.8942716f32, 0.47576684f32, 2.0888765f32, 7.4200497f32, 2.677931f32, 5.9144845f32, 1.1560333f32, 4.850263f32, 3.3229487f32, 1.84408f32, 8.909139f32, 7.341447f32, 6.6693816f32, 3.102247f32, 0.2627535f32, 3.1666555f32, 8.240142f32, 5.9509034f32, 1.0153674f32, 5.5717096f32, 2.6688082f32, 1.0912011f32, 8.4476385f32],
[7.4591312f32, 3.994965f32, 6.0140085f32, 7.4573746f32, 0.46570057f32, 9.878796f32, 5.7391844f32, 3.2881477f32, 2.5011425f32, 6.5260425f32, 7.592381f32, 6.4884887f32, 4.104884f32, 1.5239325f32, 7.2851863f32, 0.33469912f32, 7.626498f32, 1.7709335f32, 9.40374f32, 3.9341981f32, 6.731957f32, 9.386093f32, 8.83982f32, 8.288877f32, 6.708285f32, 3.2047539f32, 1.9690195f32, 3.3318f32, 1.7832049f32, 4.4628277f32, 4.344537f32, 7.5984683f32],
[7.5487323f32, 9.6710825f32, 8.593329f32, 2.3096886f32, 9.012102f32, 7.266204f32, 5.9227567f32, 4.2747517f32, 1.1927785f32, 6.483803f32, 8.788054f32, 8.548194f32, 2.7217495f32, 2.9613311f32, 0.3235565f32, 3.1927238f32, 4.3769956f32, 4.474142f32, 8.342036f32, 9.0372925f32, 6.958118f32, 0.2691205f32, 9.452088f32, 4.7160697f32, 5.138583f32, 7.7669744f32, 5.553195f32, 7.651503f32, 7.904179f32, 1.7251275f32, 8.529397f32, 2.0850875f32],
[7.235524f32, 2.7140503f32, 1.7942573f32, 1.7319973f32, 5.5309258f32, 3.1560092f32, 3.37535f32, 0.82252026f32, 1.5600238f32, 7.323073f32, 2.9306872f32, 2.4617035f32, 6.069688f32, 0.5349855f32, 2.266378f32, 7.9728484f32, 6.9009314f32, 1.9424585f32, 1.5165982f32, 4.9294205f32, 9.622601f32, 2.9561949f32, 2.3810387f32, 4.4585295f32, 7.2322245f32, 0.65971375f32, 7.3919916f32, 5.1892285f32, 6.6284513f32, 1.8901935f32, 5.2673717f32, 3.7692862f32],
[6.29154f32, 6.4430685f32, 8.771776f32, 4.434479f32, 5.368595f32, 4.7485795f32, 3.1060998f32, 2.7842185f32, 2.276577f32, 2.8414774f32, 3.1104665f32, 9.414292f32, 6.4171047f32, 3.4070525f32, 4.2936106f32, 2.8900344f32, 6.036288f32, 9.485465f32, 0.42142877f32, 5.0343666f32, 0.7922624f32, 7.555698f32, 4.031935f32, 5.4657044f32, 8.787752f32, 9.731282f32, 3.0822284f32, 7.3256893f32, 2.4718766f32, 0.45492205f32, 6.516848f32, 4.790824f32],
